Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,843,843.000,2353,15304,24350,28589,35334,51609,64990,112167,162487
1,1144,1144.000,1068,10858,18219,20905,28227,38275,43705,63267,120621
2,1198,1198.000,1756,11034,18659,20166,27029,34942,40577,53607,87289
3,1271,1271.000,1120,10331,17422,18805,25634,33056,38694,48948,58241
4,1247,1247.000,1344,10242,17359,18693,25408,33404,37879,47524,61655
