Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1002,1002.000,1337,8996,17502,24217,31095,45949,57895,135443,269687
1,1401,1401.000,1125,5050,9768,17074,23846,42288,53988,77980,123131
2,1224,1224.000,863,5226,11570,20405,27917,45235,58372,134667,290655
3,1415,1415.000,1028,6881,13171,16230,24268,31857,34791,48442,139399
4,1508,1508.000,926,7020,12533,15518,23227,30294,32665,37466,63206
